Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email 
Чуйко,Людмила,,Жінка,2001-03-17,Прокурор,місто Немирів,"площа Лінія 51-ша, буд. 6 кв. 4, Гадяч, 59723",020 980-27-13,edytachalenko@example.org
Лагода,Надія,,Жінка,1950-02-20,Кіноактор,місто Прилуки,"узвіз Пугачова, буд. 43, Зоринськ, 44922",+380 (18) 466-76-79,irenazaichenko@example.org
Данильчук,Ярослава,,Жінка,1999-10-01,Головний меркшейдер,місто Джанкой,"шосе Леваневського, буд. 927 кв. 1, Кілія, 80268",772-73-81,semen42@example.org
Мамчур,Валентина,,Жінка,1980-07-15,Фольклорист,місто Апостолове,"вулиця М’ясоєдовська, буд. 20, Вуглегірськ, 96066",+380 33 071-13-55,martyndatsiuk@example.net
Фурс,Златослава,,Жінка,1975-11-15,Філолог,село Овруч,"вулиця Лиманчик 2-й Лінія 11-та, буд. 73 кв. 6, Шахтарськ, 68748",+380 15 401-25-02,iemelianenkoles@example.net
Бабʼюк,Михайлина,,Жінка,1963-03-15,Кухар,хутір Соледар,"узвіз Госпітальний, буд. 723 кв. 213, Оріхів, 37605",222-82-84,rebrykrozaliia@example.net
Щириця,Надія,,Жінка,1946-05-03,Патологоанатом,місто Шпола,"провулок Гена Іоганна, буд. 1, Селидове, 37884",997-08-42,nkabaliuk@example.org
Гавришкевич,Єва,,Жінка,2007-01-02,Піаніст,селище Великі Мости,"шосе Об'їзна дорога, буд. 9 кв. 54, Сєвєродонецьк, 28108",+380 66 301 61 10,nvalenko@example.com
Бебешко,Василина,,Жінка,1963-05-29,Кінолог,село Покровськ,"набережна Кощового отамана, буд. 8, Кременець, 72101",482 67 23,lytvynenkomariia@example.com
Єщенко,Юстина,,Жінка,2006-03-06,Фармацевт,селище Сміла,"вулиця Грибоєдова, буд. 12 кв. 76, Сновськ, 59049",029 235 75 13,hadamenko@example.org
Ванченко,Софія,,Жінка,1953-05-29,Кінолог,хутір Ржищів,"узвіз Інтернаціональний, буд. 20, Дружба , 69296",067 642-35-38,ishchakvladyslav@example.com
Василенко,Ірена,,Жінка,1968-12-07,Журналіст,село Теребовля,"вулиця Пересипська 3-тя, буд. 8 кв. 69, Біляївка, 32131",+380 (20) 891-67-05,bashtanklyment@example.com
Пилипенко,Камілла,,Жінка,1958-02-23,Співак,хутір Сокаль,"проспект Латвійський узвіз, буд. 624, Святогірськ, 17966",147-26-09,iskyrda@example.com
Щириця,Світлана,,Жінка,1955-06-18,Епідеміолог,хутір Вільнянськ,"узвіз Південна дорога, буд. 6, Городище , 84876",+380 11 791 40 10,bashtanbohdanna@example.org
Гунько,Юстина,,Жінка,2002-02-12,Петрограф,село Чистякове,"площа Лінія 51-ша, буд. 50, Переяслав, 56305",+380 90 971 12 45,liza54@example.com
Яременко,Віолетта,,Жінка,1940-11-05,Редактор,хутір Суходільськ,"сквер Лінія 35-та, буд. 62 кв. 64, Мостиська, 74101",+380 (84) 068-47-37,kostiantyn33@example.org
Орлик,Богуслава,,Жінка,1946-06-08,Юрист,селище Алмазна,"провулок Водопровідний 1-й, буд. 95, Вовчанськ, 28813",+380 02 553-89-25,charnysholha@example.org
Гаврилюк,Єлисавета,,Жінка,2003-01-01,Водій,селище Дніпро ,"шосе Штурвальна, буд. 65 кв. 5, Вишневе , 43431",+380 (85) 750-28-78,malyshkopylyp@example.com
Петренко,Одарка,,Жінка,2005-05-27,Слідчий,хутір Погребище,"шосе Естафетна, буд. 64 кв. 7, Тальне, 95391",+380 (65) 374-75-97,lievtushenko@example.net
Бандурка,Емілія,,Жінка,2006-02-02,Євнух,село Ічня,"узвіз Сергія Ейзенштейна, буд. 79, Остер , 76512",642 10 99,korzhmakar@example.com
Шведченко,Марта,,Жінка,1945-01-04,Етнограф,село Борщів,"узвіз Соляна, буд. 579, Саки , 14492",+380 67 559 99 82,bverkhovynets@example.net
Перепелиця,Одарка,,Жінка,1942-06-22,Музикант,село Довжанськ,"узвіз Марії Демченко, буд. 46 кв. 39, Добромиль, 86925",+380 68 631-47-79,erikaandriishyna@example.com
Філіпенко,Соломія,,Жінка,1939-02-04,Юрист,селище Хмельницький,"проспект Гена Іоганна, буд. 2 кв. 806, Покров, 94445",342-90-06,borys45@example.com
Александренко,Єлисавета,,Жінка,1973-12-08,Пілот,місто Умань,"парк Нежданової, буд. 3 кв. 7, Городище , 57979",+380 (23) 214-01-60,rozaliiadziuba@example.com
Байрак,Марія,,Жінка,2004-07-05,Художник,селище Вознесенівка,"сквер Колективний, буд. 49 кв. 6, Добромиль, 10270",+380 80 431-37-20,iermolenkodaryna@example.com
Ірванець,Соломія,,Жінка,1962-04-09,Юрист,місто Корець,"набережна Теліги Олени, буд. 43, Острог, 57249",+380 68 553-35-52,rkopytko@example.org
Забашта,Людмила,,Жінка,1949-04-10,Пекар,місто Дніпрорудне,"вулиця Вільгельма Габсбурга, буд. 92 кв. 562, Приморськ (Україна), 84047",+380 (41) 134-52-62,xchaban@example.org
Бевз,Оксана,,Жінка,1973-08-23,Географ,селище Попасна,"вулиця Черепанових 2-й, буд. 0 кв. 788, Погребище, 57605",+380 78 553 52 92,vdubas@example.org
Архипенко,Ярина,,Жінка,1997-08-30,Кінолог,село Борзна,"парк Свободи, буд. 701, Українка , 33056",+380 25 227-40-63,karpakhoma@example.org
Єременко,Христина,,Жінка,1946-06-13,Ветеринар,селище Березань ,"парк Троїцького Миколи, буд. 85 кв. 08, Костопіль, 60323",+380 11 629-27-27,bprymachenko@example.com
Дзиндра,Єва,,Жінка,2001-06-07,Ботанік,хутір Перещепине,"парк Лінія 53-тя, буд. 0 кв. 159, Молодогвардійськ, 69526",+380 (15) 528-61-31,martynadamenko@example.com
Худобʼяк,Ліза,,Жінка,1998-03-17,Менеджер,селище Антрацит ,"шосе Державіна, буд. 5, Петрово-Красносілля, 68744",+380 95 112 80 23,ihuzenko@example.org
Журба,Марина,,Жінка,1975-06-22,Архітектор,село Полтава,"провулок Митракова, буд. 6 кв. 21, Моршин, 10188",086 627 61 82,ihorkalchenko@example.com
Короленко,Орина,,Жінка,1981-01-07,Петрограф,селище Кіцмань,"проспект Чорноморський 13-й, буд. 268 кв. 876, Ківерці, 39107",051 623-81-64,aaron14@example.org
Дубас,Орина,,Жінка,1981-02-20,Стропальник,селище Ямпіль,"вулиця Авіаторів, буд. 6 кв. 51, Дрогобич, 02448",+380 (82) 938-40-46,zaietstereza@example.com
Кириленко,Михайлина,,Жінка,2003-09-21,Фрілансер,село Ірпінь,"проспект 10-та Суворовська, буд. 237, Хмельницький, 27048",095 605 54 31,korlyk@example.org
Якименко,Ада,,Жінка,1968-01-07,Менеджер,хутір Першотравенськ,"провулок Зарічна, буд. 6, Тростянець, 51339",+380 37 032-62-37,spas13@example.org
Даньків,Марина,,Жінка,1940-06-29,Правник,місто Тиврів,"сквер Середньофонтанська, буд. 54 кв. 41, Покров, 80839",166 22 37,panasivanenko@example.org
Твердохліб,Мілена,,Жінка,1947-11-26,Ріелтор,село Решетилівка,"сквер Волзький, буд. 065, Дубно, 73314",728 94 09,trudyk@example.org
Базилевич,Ірина,,Жінка,1964-06-22,Кінорежисер,селище Жашків,"узвіз Дальній, буд. 24, Новгород-Сіверський, 33012",+380 76 235 37 01,bsmyk@example.com
Шамрай,Світлана,,Жінка,1974-09-21,Астронавт,місто Голубівка,"парк Косяченка Олексія, буд. 15, Алушта, 89700",066 997-13-28,davydenkosnizhana@example.net
Гриценко,Орися,,Жінка,1961-06-06,Ріелтор,місто Чернігів,"провулок Штурвальна, буд. 7 кв. 840, Шаргород, 80367",067 415 15 19,odanko@example.com
Дейнеко,Василина,,Жінка,2005-09-07,Єгер,хутір Березань ,"вулиця Училищна, буд. 587 кв. 612, Зміїв, 36892",+380 (99) 893-94-67,trokhymiemelianenko@example.net
Кабалюк,Соломія,,Жінка,1947-07-08,Дипломат,місто Керч,"вулиця Лінія 48-ма, буд. 454, Буча, 36443",+380 22 438-42-78,zonufriienko@example.net
Бакуменко,Орина,,Жінка,1964-07-18,Соціолог,село Барвінкове,"узвіз Кільовий, буд. 51, Сквира, 23055",054 948-47-06,heorhiibabii@example.net
Дейсун,Ада,,Жінка,1938-02-13,Патологоанатом,хутір Вилкове,"узвіз Перша, буд. 17, Сміла, 21176",+380 06 723 49 02,nzatula@example.net
Данилюк,Ярина,,Жінка,1980-03-09,Педагог,хутір Шпола,"узвіз Гвоздична, буд. 130 кв. 6, Балта, 90825",+380 41 875 49 93,zakhar66@example.net
